"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"22934","2014-05-05T05:01:00","-1.75","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"315",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"5903451","2014-05-05T05:55:00","-4.94","118.01",,,"1","3","3","5",,,,"3","99",,,,,,,,,,,,,,,,,,"12","305",,,,,,,,,,,,,"333","48","780","149","18","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V6346","2014-05-05T06:00:00","-2.10","118.60",,,"1","6","0","0","8","2",,"1",,"0","280","4","26",,"98","2","0","10100","4",,"0","320","0","280",,"267","1","310","2","2","A",,"7","8","9","2","0","30",,,"333","28","992","114","5","1","2","2","131111","11111111111177",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"9VJR8","2014-05-05T06:00:00","-5.50","112.70",,,"1","6","0","0","7","4",,"1",,"0","80","3","62",,"98","25","8","10087","8","20","0","295","0","265",,"253","1","299","5","3","3",,"4","1","A","3","1","9","5","1","333","52","992","114","5","1","2","2","111111","11111111111111",,,,,"1","2",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-05T06:01:00","-1.75","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"314",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T08:01:00","-1.76","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"317",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T09:01:00","-1.76","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"315",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T10:01:00","-1.76","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"315",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T11:01:00","-1.76","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"314",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T12:01:00","-1.76","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"313",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T13:01:00","-1.76","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"311",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T14:01:00","-1.76","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"311",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T15:01:00","-1.76","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"310",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T16:01:00","-1.76","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"309",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T17:01:00","-1.76","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V6346","2014-05-05T18:00:00","-0.30","119.00",,,"1","6","0","0","8","2",,"1",,"0","20","4","67",,"98","3","2","10100","4",,"0","290","0","260",,"249","1","300","7","7","9",,"7","7","A","3","2","2",,,"333","9","992","114","5","1","2","1","111211","11111111111177",,,,,"1","2",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-05T18:01:00","-1.76","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T19:01:00","-1.76","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T20:01:00","-1.76","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T21:01:00","-1.76","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T22:01:00","-1.76","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T23:01:00","-1.76","116.55",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T00:01:00","-1.76","116.55",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T01:01:00","-1.76","116.55",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"304",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T02:01:00","-1.76","116.55",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T03:01:00","-1.76","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333","16","714","63","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"A8VG8","2014-05-06T04:00:00","-4.80","112.40",,,"1","5","0","0","5","3",,"1",,"0","100","3","51",,"98",,,"10110","7","20","3","300","0",,,,,,,,,,"A",,,,,,,,"333","42","992","114","5","1","2","2","F11111","111AA1188A8AA1",,,,,"5",,,,,,,,,,,,,"4",,,,,,,,,,
"VRGH7","2014-05-06T04:00:00","-7.90","116.00",,,"1","6","0","0","5","3",,"1",,"0","150","4","72",,"98","2","0","10110",,,"2",,,,,,,,"3",,,,"A",,,,,,,,"333","76","992","114","5","1","2","2","F7111F","1111119AAA1AAA",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-06T04:01:00","-1.77","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333","16","714","63","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T05:01:00","-1.77","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333","16","714","63","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T06:01:00","-1.77","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333","16","714","63","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T07:01:00","-1.77","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333","16","714","63","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T08:01:00","-1.78","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333","16","714","63","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T09:01:00","-1.78","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333","16","714","63","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T10:01:00","-1.78","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333","16","714","63","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T11:01:00","-1.78","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T12:01:00","-1.78","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T13:01:00","-1.78","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T14:01:00","-1.78","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T15:01:00","-1.78","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T16:01:00","-1.78","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T17:01:00","-1.78","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T18:01:00","-1.78","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T19:01:00","-1.79","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T20:01:00","-1.79","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"304",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T21:01:00","-1.79","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"298",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T22:01:00","-1.79","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"298",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-06T23:01:00","-1.79","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"302",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T00:01:00","-1.80","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"303",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T01:01:00","-1.80","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T02:01:00","-1.80","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T03:01:00","-1.80","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"309",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"VREF5","2014-05-07T04:00:00","-5.40","112.40",,,"1","6","0","0","3","3",,"1",,"0","140","3","103",,"97",,"2","10100","4",,"3","320","1","270",,"250","1","320","5","5","1",,"7","3","3","10","1","15",,,"333","52","992","114","5","1","2","2","351311","111A1111111177",,,,,"1","2",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-07T04:01:00","-1.81","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T05:01:00","-1.81","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T06:01:00","-1.82","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"309",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T07:01:00","-1.82","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T08:01:00","-1.82","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"302",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T09:01:00","-1.82","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T10:01:00","-1.82","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T11:01:00","-1.83","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HIY9","2014-05-07T12:00:00","-0.30","117.60",,,"1","6","0","0","0","0",,"1",,"0","60","4","46",,,,"1","10090","6","10","0","300","0","270",,"260",,,"4","4","1",,"A","3","5","3","2","4","5","2","333","7","992","114","5","1","2","1","F11111","11AA11111A1111",,,,,"1","1",,"4","7","2",,,,,,,,"4",,,,,,,,,,
"22934","2014-05-07T12:01:00","-1.82","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T13:01:00","-1.82","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T14:01:00","-1.82","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T15:01:00","-1.82","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"304",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T16:01:00","-1.82","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"303",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T17:01:00","-1.82","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"302",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T18:01:00","-1.82","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"301",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T19:01:00","-1.82","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"302",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T20:01:00","-1.82","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"301",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T21:01:00","-1.83","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"300",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T22:01:00","-1.83","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"300",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-07T23:01:00","-1.83","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"300",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HIY9","2014-05-08T00:00:00","-0.30","117.60",,,"1","6","0","0","0","0",,"1",,"0","210","4","10",,,"81","2","10110","4","0","0","260","0","250",,"246",,,"8","8","7",,"A","7","7","3","1","6","5","1","333","7","992","114","5","1","2","2","F11111","11A111111A1111",,,,,"1","2",,"6","7","1",,,,,,,,"4",,,,,,,,,,
"22934","2014-05-08T00:01:00","-1.84","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"299",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-08T01:01:00","-1.84","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"299",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-08T02:01:00","-1.85","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"301",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-08T03:01:00","-1.85","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"303",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"VREF5","2014-05-08T04:00:00","-9.30","115.60",,,"1","6","0","0","4","3",,"1",,"0","90","3","77",,"97",,"2","10110","1","10","3","310","0","280",,"270","1","320","5","5","1",,"7","3","3","10","1","14",,,"333","95","992","114","5","1","2","2","531111","111A1111111171",,,,,"1","2",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-08T04:01:00","-1.86","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-08T05:01:00","-1.86","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"317",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V9129","2014-05-08T06:00:00","-9.30","115.40",,,"1","6","0","0","1","2",,"1",,"0","120","4","51",,"97","3","0","10110","4","0","0","300","0","260",,"246","1","290","3","3","2",,"7","3","A","10","2","24","16","3","333","95","992","114","5","1","2","2","111111","11111111111111",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-08T06:01:00","-1.86","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"311",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-08T07:01:00","-1.86","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"309",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-08T08:01:00","-1.87","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"309",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V9129","2014-05-08T09:00:00","-9.00","115.50",,,"1","6","0","0","1","2",,"1",,"0","140","4","67",,"96","0","5","10110","4","0","0","290","0","250",,"235","1","290","3","3","4",,"5","3","1","3","2","15","3","2","333","95","992","114","5","1","2","2","111111","11141111111111",,,,,"1","5",,"15","4","2",,,,,,,,"4",,,,,,,,,,
