"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"MDGV9","2014-05-03T00:00:00","-2.70","118.50",,,"1","6","0","0","8","3","1","1",,"0","360","3","36",,"98","2","2","10117","1","10","0","286","0","257",,"245",,,"7","5","4",,"6","6","A","2",,"38","6",,"333","28","992","114","5","1","2","2","F11111","111111111A1771",,,,,"1","2",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-03T00:01:00","-1.88","116.68",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OVSB2","2014-05-03T01:00:00","-4.70","113.00",,,"1","6","0","0","2","4","1","1",,"0","90","3","41",,"98","1","1","10114","1","20","0","300","0","260",,"243","3","307","5","3","2",,"5","6","8","3","1",,,,"333","43","992","114","5","1","2","2","111111","111111111111A1",,,,,"1","1",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-03T01:01:00","-1.87","116.68",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T02:01:00","-1.86","116.68",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V9131","2014-05-03T03:00:00","-4.00","118.00",,,"1","5","0","0",,,,"1",,"0","90","4","41",,,,"2","10140","1",,"3","300","0","270",,"260",,,,,,,"A",,,,,,,,"333","48","992","114","5","1","2","2","F11131","11AA11111A8AA7",,,,,"1","1",,,,,,,,,,,,"4",,,,,,,,,,
"CQIS","2014-05-03T03:00:00","-4.40","110.60",,,"1","6","0","0",,,,"1",,"0","90","4","134",,"97","3","6","10130","2",,"0","270",,,,"250",,,"6",,,,"2",,,,,,,,"333","40","992","114","5","1","2","2","F14111","1111111A1A1AA7",,,,,"1","6",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-03T03:01:00","-1.86","116.68",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T04:01:00","-1.85","116.68",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"313",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T05:01:00","-1.84","116.68",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"317",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HA3569","2014-05-03T06:00:00","-5.30","112.20",,,"1","6","0","0","7","3",,"1",,"0","90","3","36",,"98","3","2","10100","8","10","0","285","0","255",,"244",,,"7","3","2",,"4","6","8","3","1","9","4","1","333","52","992","114","5","1","2","2","F11111","111111111A1111",,,,,"1","2",,,,,,,,,,,,"4",,,,,,,,,,
"MDGV9","2014-05-03T06:00:00","-1.70","118.50",,,"1","6","0","0","8","3","1","1",,"0","360","3","36",,"98","2","2","10101","4","0","0","300","0","260",,"243",,,"5","4","4",,"6","4","0","0","0","36","1","1","333","18","992","114","5","1","2","2","F11111","111111111A1111",,,,,"1","2",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-03T06:01:00","-1.84","116.68",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"317",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T07:01:00","-1.83","116.68",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"316",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T08:01:00","-1.83","116.67",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"314",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T09:01:00","-1.82","116.67",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"311",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OVSB2","2014-05-03T10:00:00","-5.70","115.60",,,"1","6","0","0","3","4","1","1",,"0","50","3","36",,"98","2","8","10086","3","2","0","286","0","259",,"248","3","313","6","3","9",,"3","6","3","1","1",,,,"333","55","992","114","5","1","2","2","111111","111111111111A1",,,,,"1","2",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-03T10:01:00","-1.81","116.66",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"310",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T11:01:00","-1.81","116.66",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"310",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"PFBF","2014-05-03T12:00:00","-10.00","115.40",,,"1","6",,"0","1","3",,"1",,"0","80","3","77",,"98","1","0","10105","3","17",,"290","0","260",,"249","0","295","0",,"0",,"9","0","0",,,,,,"369","5","792","103","5","0",,"1","111111","11111111111AA1",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-03T12:01:00","-1.80","116.65",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"309",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OVSB2","2014-05-03T13:00:00","-6.10","116.40",,,"1","6","0","0","3","4","1","1",,"0","90","3","51",,"98","2","0","10095","2","10","0","296","0","258",,"242","3","312","2","2","5",,"6","0","0","3","1",,,,"333","66","992","114","5","1","2","1","111111","111111111111A1",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-03T13:01:00","-1.80","116.65",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T14:01:00","-1.79","116.65",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CQIS","2014-05-03T15:00:00","-5.60","113.00",,,"1","6","0","0",,,,"1",,"0","90","4","31",,"98","2","0","10115","1",,"0","285",,,,"251",,,"4",,,,"4",,,,,,,,"333","53","992","114","5","1","2","1","F11111","1111111A1A1AA7",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-03T15:01:00","-1.79","116.65",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T16:01:00","-1.78","116.65",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T17:01:00","-1.78","116.65",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V6346","2014-05-03T18:00:00","-7.10","116.40",,,"1","6","0","0","8","2",,"1",,"0","70","4","72",,"98","1","0","10100","6","10","0","290","0","260",,"249","1","300","3","3","A",,"7","8","8","4","1","7",,,"333","76","992","114","5","1","2","1","111111","11111111111171",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"OVSB2","2014-05-03T18:00:00","-6.80","117.80",,,"1","6","0","0","3","4","1","1",,"0","150","3","57",,"97","92","8","10093","7","20","0","289","0","259",,"246","3","309","5",,,,"A",,,"4","1",,,,"333","67","992","114","5","1","2","1","111111","111111111111A1",,,,,"1","1",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-03T18:01:00","-1.78","116.65",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T19:01:00","-1.78","116.64",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T20:01:00","-1.78","116.63",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T21:01:00","-1.78","116.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V9131","2014-05-03T22:00:00","-1.10","118.80",,,"1","6","0","0","8","2",,"1",,"0","130","4","41",,,"2","1","10120","4","0","3","280","0","270",,"270","1","290","5",,"4",,"2","6","8",,"2","12",,,"333","18","992","114","5","1","2","1","111113","11A11111111371",,,,,"1","1",,,,,,"0","0","A","0","A","A","4",,,,,,,,,,
"OVSB2","2014-05-03T22:00:00","-7.30","119.00",,,"1","6","0","0","2","4","1","1",,"0","120","3","46",,"98","2","0","10096","5","5","0","287","0","247",,"229","3","304","3","2","2",,"4","A","5","1","1",,,,"333","79","992","114","5","1","2","1","111111","111111111111A1",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-03T22:01:00","-1.78","116.61",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-03T23:01:00","-1.77","116.61",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDGV9","2014-05-04T00:00:00","-0.90","118.10",,,"1","6","0","0","1","3","1","1",,"0","40","3","67",,"98","2","6","10094","6","6","0","301","0","256",,"237",,,"6","5","1",,"5","6","A","4","2",,,,"333","8","992","114","5","1","2","2","F11111","111111111A11A1",,,,,"1","2",,,,,,,,,,,,"4",,,,,,,,,,
"VRDJ3","2014-05-04T00:00:00","-0.30","118.90",,,"1","6","0","0","4","3","1","1",,"0","60","3","31",,"98","2","0","10111","2","10","0","292",,,,,"1","300","2","1","1",,"4","4","5","2","1","0",,,"333","8","992","114","5","1","2","2","11111F","1111111AA11131",,,,,"1","0",,"0",,,,,,,,,,"4",,,,,,,,,,
"VRMU3","2014-05-04T00:00:00","-7.90","119.80",,,"1","6","0","0","6","3",,"1",,"0","100","4","36",,"98","1","0","10107","0",,"0","320","0","270",,"250","1","300","3","2","1",,"5","A","1",,,"11","1","1","333","79","992","114","5","1","2","2","151111","11111111111A17",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-04T00:01:00","-1.77","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"OVSB2","2014-05-04T01:00:00","-7.60","119.90",,,"1","6","0","0","2","4","1","1",,"0","80","3","57",,"98","2","1","10108","2","10","0","297","0","247",,"224","3","309","3","3","1",,"5","A","0","3","1",,,,"333","79","992","114","5","1","2","2","111111","111111111111A1",,,,,"1","1",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-04T01:01:00","-1.77","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T02:01:00","-1.77","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CQIS","2014-05-04T03:00:00","-7.20","115.10",,,"1","6","0","0",,,,"1",,"0","90","4","82",,"98","2","0","10100","4","0","0","305",,,,"251",,,"3",,,,"5",,,,,,,,"333","75","992","114","5","1","2","2","F11111","1111111A1A1AA1",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-04T03:01:00","-1.77","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T04:01:00","-1.77","116.61",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"308",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T05:01:00","-1.76","116.61",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V6346","2014-05-04T06:00:00","-5.30","117.10",,,"1","6","0","0","1","2",,"1",,"0","70","4","72",,"98","2","0","10100","4","0","0","300","0","260",,"246","1","300","3","3","A",,"7","8","8","4","1","7",,,"333","57","992","114","5","1","2","2","111111","11111111111171",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"PFBF","2014-05-04T06:00:00","-6.40","114.30",,,"1","6",,"0","8","3",,"1",,"0","70","3","26",,"98","2","1","10080","6","20",,"305","0","265",,"251","0","302","6","3","1",,"5","6","2","1","1",,,,"333","64","792","103","5","0",,"2","111111","111111111111A1",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-04T06:01:00","-1.76","116.61",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T07:01:00","-1.76","116.61",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T08:01:00","-1.75","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T09:01:00","-1.75","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V6346","2014-05-04T10:00:00","-4.80","117.50",,,"1","6","0","0","1","2",,"1",,"0","70","4","72",,"98","1","0","10090","4","0","0","300","0","260",,"246",,,"3","3","A",,"7","8","8","4","1","7",,,"333","47","992","114","5","1","2","2","F11111","111111111A1171",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-04T10:01:00","-1.75","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T11:01:00","-1.75","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"307",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V6346","2014-05-04T12:00:00","-4.50","117.70",,,"1","6","0","0","1","2",,"1",,"0","20","4","10",,,,,"10090","0",,"0","290","0","260",,"249","1","260","0",,,,"A",,,,,,,,"333","47","992","114","5","1","2","1","411111","11AAA111111AA7",,,,,"1",,,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-04T12:01:00","-1.74","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T13:01:00","-1.74","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T14:01:00","-1.74","116.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T15:01:00","-1.74","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T16:01:00","-1.74","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T17:01:00","-1.74","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V6346","2014-05-04T18:00:00","-3.80","118.20",,,"1","6","0","0","1","2",,"1",,"0","350","4","10",,"98","2","0","10100","4",,"0","270","0","250",,"243","1","300","2","2","A",,"7","8","5","2","0","35",,,"333","38","992","114","5","1","2","1","111111","11111111111177",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-04T18:01:00","-1.74","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"306",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9vjr8","2014-05-04T19:00:00","-7.30","115.00",,,"1","5","0","0","7","3",,"0",,"0","80","3","57",,"98","2","0","10101","8","10","0","287","0","254",,"240","1","299","2","2","1",,"4","A","A","2","1","6","5","1","333","75","992","114","5","1","2","1","111111","11111111111111",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"CQIS","2014-05-04T19:00:00","-7.90","118.50",,,"1","6","0","0",,,,"1",,"0","80","4","67",,"98","13","2","10105","8","5","0","290",,,,"277",,,"5",,,,"A",,,,,,,,"333","78","992","114","5","1","2","1","F11111","1111111A1A1AA1",,,,,"1","2",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-04T19:01:00","-1.74","116.60",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T20:01:00","-1.74","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T21:01:00","-1.74","116.59",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"9V6346","2014-05-04T22:00:00","-3.20","118.50",,,"1","6","0","0","8","2",,"1",,"0","80","4","10",,"98","1","0","10100","4",,"0","290","0","260",,"249","1","300","2","2","A",,"7","8","5","2","1","7",,,"333","38","992","114","5","1","2","1","111111","11111111111177",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-04T22:01:00","-1.74","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-04T23:01:00","-1.74","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"304",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"CQIS","2014-05-05T00:00:00","-7.90","119.70",,,"1","6","0","0",,,,"1",,"0","120","4","62",,"98","2","0","10130","2","25","0","315",,,,"248",,,"4",,,,"5",,,,,,,,"333","79","992","114","5","1","2","2","F31111","1111111A1A1AA1",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"PFBF","2014-05-05T00:00:00","-4.50","110.90",,,"1","6",,"0","7","3",,"1",,"0","80","3","77",,"98","3","0","10102","3","23",,"290","0","260",,"249","0","292","6","3","4",,"5","6","1","4","2",,,,"333","40","792","103","5","0",,"2","111111","111111111111A1",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-05T00:01:00","-1.74","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T01:01:00","-1.74","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"305",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T02:01:00","-1.74","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"309",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22934","2014-05-05T03:01:00","-1.74","116.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"310",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
"A8VG8","2014-05-05T04:00:00","-7.90","115.50",,,"1","5","0","0","5","3",,"1",,,,"4",,,"98",,,"10110","7","20","3","300","0",,,,,,,,,,"A",,,,,,,,"333","75","992","114","5","1","2","2","F1FF11","171AA1188A8AA1",,,,,"5",,,,,,,,,,,,,"4",,,,,,,,,,
"VRGH7","2014-05-05T04:00:00","-3.50","118.50",,,"1","6","0","0","4","3",,"1",,"0","120","4","41",,"98","1","0","10120",,,"2","310",,,,,,,"3",,,,"A",,,,,,,,"333","38","992","114","5","1","2","2","F1111F","1111111AAA1AAA",,,,,"1","0",,,,,,,,,,,,"4",,,,,,,,,,
"22934","2014-05-05T04:01:00","-1.75","116.57",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"311",,,,,,,,,,,,,"333","16","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,,,,,,,,,,,,,
