"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"2200617","2015-04-12T09:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","311",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T09:01:00","-7.12","114.09",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","306",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-12T10:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T10:01:00","-7.13","114.09",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","305",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T11:01:00","-7.14","114.08",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","305",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"ONGI","2015-04-12T12:00:00","-1.40","118.90",,,"1","4","0","0","8","3",,"1","0","360","4","46",,,,"10140","4","0","0","310","0","280",,"270","1","300","1","1","1","3","A","A","5","1","36","5","1","333","18","992","114","5","1","2","1","111131","11AAA111111111",,,"1",,"36","5","1",,,,,,,,,"4"
"SHIP","2015-04-12T12:00:00","-7.60","116.20",,,"1","4","0","0","1","3",,"2","0","30","4","41","98","2","2","10117","2","11","0","300","0","270",,"260","1","300","6","5","3","7","A","5","2","0","38","2","1","333","76","992","114","5","1","2","1","711111","11111111161131",,,"1","2","0",,,,,,,,,,,"4"
"VRDJ3","2015-04-12T12:00:00","-0.80","118.90",,,"1","4","0","0","8","4","1","1","0","360","3","77","98","2","2","10091","2","35","0","276",,,,,"3","300","6",,,"A",,,"4","1",,,,"333","8","992","114","5","1","2","1","11121F","1111111AA111A1",,,"1","2",,,,,,,,,,,,"4"
"2200620","2015-04-12T12:01:00","-7.16","114.08",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","304",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-12T13:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","282",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T13:01:00","-7.16","114.08",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","304",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-12T14:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T14:01:00","-7.17","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","304",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-12T15:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","273",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T15:01:00","-7.18","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","303",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-12T16:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T16:01:00","-7.19","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-12T17:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T17:01:00","-7.19","114.06",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T18:01:00","-7.19","114.06",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T19:01:00","-7.20","114.06",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","300",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-12T20:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T20:01:00","-7.21","114.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","300",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-12T21:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T21:01:00","-7.21","114.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","300",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-12T22:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T22:01:00","-7.22","114.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","300",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-12T23:01:00","-7.22","114.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","300",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"VRKK2","2015-04-13T00:00:00","-9.30","115.80",,,"1","4","0","0","3","3",,"1","0","90","3","46","97","3","2","10100","4","0","0","280","0","250",,"239","0","280","8","8","2","5","4","3",,"2","21",,,"333","95","992","114","5","1","2","2","111111","11111111111371",,,"1","2",,,,,,,,,,,,"4"
"2200617","2015-04-13T00:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","257",,,,,,,,,,,,"333","86","798","172","7","0",,"2","4FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T00:01:00","-7.22","114.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","300",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T01:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","263",,,,,,,,,,,,"333","86","798","172","7","0",,"2","2FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T01:01:00","-7.22","114.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T02:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","267",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T02:01:00","-7.22","114.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","303",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T03:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T03:01:00","-7.22","114.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","304",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9VYQ5","2015-04-13T04:00:00","-6.60","116.60",,,"1","4","0","0","1","2",,"1","0","270","3","57",,,,"10130","1","10","3","260","0","250",,"250","1","300","8","8","9","4","A","A","2","1","27",,,"333","66","992","114","5","1","2","2","111111","11AAA111111171",,,"1",,,,,,,,,,,,,"4"
"2200617","2015-04-13T04:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","287",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T04:01:00","-7.22","114.06",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","306",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T05:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","264",,,,,,,,,,,,"333","86","798","172","7","0",,"2","2FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T05:01:00","-7.23","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","307",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T06:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T06:01:00","-7.23","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","309",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T07:01:00","-7.23","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","308",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T08:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","273",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T08:01:00","-7.24","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","312",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T09:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","270",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T09:01:00","-7.24","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","313",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T10:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","266",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T10:01:00","-7.25","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","312",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T11:01:00","-7.26","114.06",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","310",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"SHIP","2015-04-13T12:00:00","-3.50","118.50",,,"1","4","0","0","8","3",,"2","0","310","4","46","98","2","2","10112","2","10","0","280","0","250","1","239","1","330","6","5","3","8","A","9","1","0","38","11","1","333","38","992","114","5","1","2","1","511111","11111111111131",,,"1","2","12","8","2",,,,,,,,,"4"
"2200617","2015-04-13T12:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","255",,,,,,,,,,,,"333","86","798","172","7","0",,"1","4FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T12:01:00","-7.27","114.06",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","309",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T13:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T13:01:00","-7.29","114.06",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","308",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T14:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T15:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T15:01:00","-7.30","114.06",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","307",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9VYQ5","2015-04-13T16:00:00","-4.70","117.60",,,"1","4","0","0","1","3",,"1","0","240","3","62",,,"0","10130",,"0","3","260","0","250",,"250","1","300","4","4","7","4","A","A","2","1","25",,,"333","47","992","114","5","1","2","1","111111","11AA1111111177",,,"1","0",,,,,,,,,,,,"4"
"2200617","2015-04-13T16:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T16:01:00","-7.31","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","307",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T17:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T17:01:00","-7.32","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","306",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V9133","2015-04-13T18:00:00","-7.50","116.30",,,"1","4","0","0","1","3",,"1","0","80","4","26","98","3","2","10130","1","10","0","280","0","250",,"239","3","280","2","2","1","8","1","9","10","2","19","12","2","333","76","992","114","5","1","2","1","111111","11111111111111",,,"1","2",,,,,,,,,,,,"4"
"MHMZ8","2015-04-13T18:00:00","-4.60","111.30",,,"1","4","0","0","3","3","1","1","0","150","4","31","97","80","9","10106","0","0","0","275","0","250",,"239","1","300","8","8","7","3","A","A","99","1",,,,"333","41","992","114","5","1","2","1","111111","111111111113A1",,,"1","8",,,,,,,,,,,,"4"
"2200617","2015-04-13T18:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T18:01:00","-7.33","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","306",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T19:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T19:01:00","-7.34","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","306",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9VYQ5","2015-04-13T20:00:00","-4.10","118.00",,,"1","4","0","0","1","2",,"1","0","240","3","46",,,"1","10110","6","20","3","280","0","260",,"250","1","300","4","4","1","2","8","3","1","1","22",,,"333","48","992","114","5","1","2","1","111111","11AA1111111171",,,"1","1",,,,,,,,,,,,"4"
"2200617","2015-04-13T20:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T20:01:00","-7.35","114.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","306",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T21:01:00","-7.36","114.06",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","305",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T22:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"1","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T22:01:00","-7.37","114.06",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","305",,,,,,,,,,,,"333","74","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-13T23:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9",,,,,,,,,,,,,"333","86","798","172","7","0",,"2","6FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-13T23:01:00","-7.38","114.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","305",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-14T00:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","271",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-14T00:01:00","-7.39","114.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","305",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-14T01:01:00","-7.39","114.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","306",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-14T02:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","311",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-14T02:01:00","-7.40","114.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","308",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-14T03:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","324",,,,,,,,,,,,"333","86","798","172","7","0",,"2","5FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-14T03:01:00","-7.40","114.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","309",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-14T04:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","326",,,,,,,,,,,,"333","86","798","172","7","0",,"2","5FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-14T04:01:00","-7.41","114.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","311",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-14T05:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","327",,,,,,,,,,,,"333","86","798","172","7","0",,"2","5FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-14T05:01:00","-7.42","114.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","314",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V9133","2015-04-14T06:00:00","-5.20","117.20",,,"1","4","0","0","1","3",,"1","0","100","4","46","98","3","2","10120","4","0","0","300","0","270",,"260","3","300","3","3","1","8","1","9","10","1","20","12","1","333","57","992","114","5","1","2","2","111111","11111111111131",,,"1","2",,,,,,,,,,,,"4"
"MHMZ8","2015-04-14T06:00:00","-5.60","113.80",,,"1","4","0","0","2","3","1","1","0","90","4","46","98","2","2","10087","7","20","0","301","0","256",,"237","1","297","7","7","1","5","A","1","1","0",,,,"333","53","992","114","5","1","2","2","111111","111111111111A1",,,"1","2",,,,,,,,,,,,"4"
"VRLA4","2015-04-14T06:00:00","-4.20","110.40",,,"1","4","0","0","3","3","1","1","0","280","4","36","98","2","1","10117","0","10","0","300","0","270",,"258","3","297","4","2","1","4","6","0","3","1","0",,,"333","40","992","114","5","1","2","2","111111","11111111111131",,,"1","1","0",,,,,,,,,,,"4"
"2200617","2015-04-14T06:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","329",,,,,,,,,,,,"333","86","798","172","7","0",,"2","5FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-14T06:01:00","-7.42","114.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","314",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-14T07:01:00","-7.43","114.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","313",,,,,,,,,,,,"333","74","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-14T08:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","320",,,,,,,,,,,,"333","86","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
