"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"2200620","2015-04-06T06:01:00","-6.05","113.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","304",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-06T07:01:00","-7.81","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","303",,,,,,,,,,,,"333","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T07:01:00","-6.06","113.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","305",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"MCUV3","2015-04-06T08:00:00","-7.40","115.10",,,"1","4","0","0","7","3","1","1","0","200","4","15","98","3","6","10077","7","6","0","275","0","250",,"239",,,"7","5","7","5","7","8","5","2",,,,"333","75","992","114","5","1","2","2","F11111","111111111A11A1",,,"1","2",,,,,,,,,,,,"4"
"2200617","2015-04-06T08:01:00","-7.82","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","303",,,,,,,,,,,,"333","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T08:01:00","-6.08","113.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","304",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-06T09:01:00","-7.83","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","303",,,,,,,,,,,,"333","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T09:01:00","-6.09","113.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","303",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-06T10:01:00","-7.85","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","303",,,,,,,,,,,,"333","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T10:01:00","-6.11","113.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","303",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-06T11:01:00","-7.86","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T11:01:00","-6.12","113.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","303",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-06T12:01:00","-7.88","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T12:01:00","-6.14","113.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-06T13:01:00","-7.90","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T13:01:00","-6.16","113.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"ZCBU2","2015-04-06T14:00:00","-9.10","115.60",,,"1","4","0","0","4","4","1","1","0","70","3","67",,,,"10114","1","5","0","280","0","265",,"260","1","310",,,,"A",,,,,,,,"333","95","992","114","5","1","2","1","111111","11AAA111118AA1",,,"1",,,,,,,,,,,,,"4"
"2200617","2015-04-06T14:01:00","-7.91","116.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T14:01:00","-6.17","113.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-06T15:01:00","-7.93","116.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T15:01:00","-6.19","113.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-06T16:00:00","-0.20","119.00",,,"1","4","0","0","4","3",,"1","0","20","4","67","98",,,,"4","0","0","250","0","240",,"236",,,"3","3","4","5","2","8",,,,,,"333","9","992","114","5","1","2","1","F112F1","111AAA111A1AA1",,,"1",,,,,,,,,,,,,"4"
"2200617","2015-04-06T16:01:00","-7.95","116.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T16:01:00","-6.21","113.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-06T17:00:00","-0.40","119.00",,,"1","4","0","0","4","3",,"1","0","20","4","67","98",,,"10120","4","0","0","250","0","240",,"236",,,"3","3","4","5","2","8",,,,,,"333","9","992","114","5","1","2","1","F11211","111AA1111A1AA1",,,"1",,,,,,,,,,,,,"4"
"2200620","2015-04-06T17:01:00","-6.23","113.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-06T18:00:00","-0.60","118.90",,,"1","4","0","0","4","3",,"1","0","20","4","67","98",,,"10120","4","0","0","250","0","240",,"236",,,"3","3","4","5","2","8",,,,,,"333","8","992","114","5","1","2","1","F11211","111AA1111A1AA1",,,"1",,,,,,,,,,,,,"4"
"2200617","2015-04-06T18:01:00","-7.98","116.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T18:01:00","-6.24","113.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-06T19:00:00","-0.80","118.90",,,"1","4","0","0","4","3",,"1","0","20","4","67","98",,,"10120","4","0","0","250","0","240",,"236",,,"3","3","4","5","2","8",,,,,,"333","8","992","114","5","1","2","1","F11211","111AA1111A1AA1",,,"1",,,,,,,,,,,,,"4"
"MFLQ4","2015-04-06T19:00:00","-4.00","110.00",,,"1","4","0","0","3","3","1","1","0","340","4","72","98","3","2","10085","8","12","0","285","0","253",,"239","1","302","7",,"0","9","5","2","6","1",,,,"333","40","992","114","5","1","2","1","111411","111111111111A1",,,"1","2",,,,,,,,,,,,"4"
"2200617","2015-04-06T19:01:00","-7.99","116.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T19:01:00","-6.26","113.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"MCUV3","2015-04-06T20:00:00","-5.60","113.30",,,"1","4","0","0","7","3","1","1","0","180","4","72","98","3","2","10079","7","4","0","270","0","240",,"226",,,"6","4","7","3","1","A","4","2",,,,"333","53","992","114","5","1","2","1","F11511","111111111A11A1",,,"1","2",,,,,,,,,,,,"4"
"2200617","2015-04-06T20:01:00","-8.01","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T20:01:00","-6.27","113.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-06T21:00:00","-1.10","118.80",,,"1","4","0","0","4","3",,"1","0","60","4","26","98",,"2","10120","4","0","0","270","0","250",,"243",,,"6","5","A","5","A","A",,,,,,"333","18","992","114","5","1","2","1","F11111","111A11111A1AA1",,,"1","2",,,,,,,,,,,,"4"
"2200617","2015-04-06T21:01:00","-8.03","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T21:01:00","-6.29","113.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-06T22:00:00","-1.40","118.70",,,"1","4","0","0","4","3",,"1","0","110","4","15","97",,"2","10120","4","0","0","270","0","250",,"243",,,"5","5","1","5","3","9","4","1","38","3","1","333","18","992","114","5","1","2","1","F11111","111A11111A1111",,,"1","2","38","3","1",,,,,,,,,"4"
"2200617","2015-04-06T22:01:00","-8.05","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","300",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T22:01:00","-6.30","113.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-06T23:01:00","-8.06","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-06T23:01:00","-6.32","113.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"MCUV3","2015-04-07T00:00:00","-5.20","115.50",,,"1","4","0","0","7","3","1","1","0","270","4","41","98","59","6","10101","3","10","0","260","0","240",,"231",,,"8","8","7","3","A","A","1","1","33","2","1","333","55","992","114","5","1","2","2","F11111","111311111A1111",,,"1","5",,,,,,,,,,,,"4"
"MFLQ4","2015-04-07T00:00:00","-4.60","111.00",,,"1","4","0","0","3","3","1","1","0","230","4","26","98","80","2","10100","2","30","0","280","0","252",,"240","1","300","8",,,"A",,,"3","1","35","3","1","333","41","992","114","5","1","2","2","111111","11111111111111",,,"1","2",,,,,,,,,,,,"4"
"2200617","2015-04-07T00:01:00","-8.08","116.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T00:02:00","-6.33","113.45",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","300",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-07T01:00:00","-1.90","118.60",,,"1","4","0","0","4","3",,"1","0","150","4","10","97",,,,"4","0","0","270","0","250",,"243",,,"2","2","4","4","2","8",,,,,,"333","18","992","114","5","1","2","2","F111F1","111AAA111A1AA1",,,"1",,,,,,,,,,,,,"4"
"2200617","2015-04-07T01:01:00","-8.10","116.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T01:01:00","-6.35","113.46",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","300",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-07T02:00:00","-2.10","118.60",,,"1","4","0","0","4","3",,"1","0","130","4","10","97",,,,"4","0","0","260","0","240",,"232",,,"2","2","4","4","7","6",,,,,,"333","28","992","114","5","1","2","2","F111F1","111AAA111A1AA1",,,"1",,,,,,,,,,,,,"4"
"2200617","2015-04-07T02:01:00","-8.12","116.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T02:01:00","-6.37","113.46",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-07T03:00:00","-2.30","118.60",,,"1","4","0","0","4","3",,"1","0","80","4","10",,,,,"4","0","0","280","0","250",,"239",,,"3","3","4","A","8","8",,,,,,"333","28","992","114","5","1","2","2","F111F1","11AAAA111A1AA1",,,"1",,,,,,,,,,,,,"4"
"MCUV3","2015-04-07T03:00:00","-4.90","111.90",,,"1","4","0","0","7","3","1","1","0","150","4","36","97","2","1","10103","2","10","0","270","0","250",,"241",,,"6","4","7","3","2","7","4","1","26","6","1","333","41","992","114","5","1","2","2","F11111","111111111A1111",,,"1","1",,,,,,,,,,,,"4"
"2200617","2015-04-07T03:01:00","-8.13","116.26",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T03:01:00","-6.38","113.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","297",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-07T04:00:00","-2.50","118.50",,,"1","4","0","0","4","3",,"1","0","340","4","10","97",,,,"4","0","0","280","0","250",,"239",,,"2","2","4","4","8","6",,,,,,"333","28","992","114","5","1","2","2","F111F1","111AAA111A1AA1",,,"1",,,,,,,,,,,,,"4"
"2200617","2015-04-07T04:01:00","-8.14","116.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T04:01:00","-6.40","113.49",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-07T05:01:00","-8.14","116.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T05:01:00","-6.42","113.50",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-07T06:01:00","-8.15","116.31",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","297",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T06:01:00","-6.43","113.51",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-07T07:00:00","-3.10","118.50",,,"1","4","0","0","4","3",,"1","0","340","4","10","97",,,,"4","0","0","280","0","250",,"239","1","300","2","2","4","4","8","6",,,,,,"333","38","992","114","5","1","2","2","1111F1","111AAA11111AA1",,,"1",,,,,,,,,,,,,"4"
"2200617","2015-04-07T07:01:00","-8.16","116.33",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T07:01:00","-6.45","113.52",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","297",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"MFLQ4","2015-04-07T08:00:00","-5.60","112.90",,,"1","4","0","0","3","3","1","1","0","180","4","36","97","2","2","10087","8","22","0","275","0","250",,"239",,,"8","6","7","3","1","0","10","1",,,,"333","52","992","114","5","1","2","2","F11111","111111111A11A1",,,"1","2",,,,,,,,,,,,"4"
"2200617","2015-04-07T08:01:00","-8.17","116.35",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T08:01:00","-6.46","113.53",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2HFZ7","2015-04-07T09:00:00","-9.90","118.00",,,"1","4","0","0","7","3","1","1","0","60","4","51","98","3","0","10098","4","0","0","279","0","270",,"267","1","300","6","5","0","7","7","8","3","1","5","3","1","333","98","992","114","5","1","2","2","111111","11111111111111",,,"1","0",,,,,,,,,,,,"4"
"2200617","2015-04-07T09:01:00","-8.18","116.37",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T09:01:00","-6.47","113.54",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-07T10:01:00","-8.19","116.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T10:01:00","-6.48","113.55",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-07T11:01:00","-8.20","116.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T11:01:00","-6.49","113.57",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"9V6346","2015-04-07T12:00:00","-3.00","118.20",,,"1","4","0","0","5","3",,"1","0","150","4","46","97",,"2","10130","2","10","0","280","0","250",,"239","1","300","5","3","2","4","3","9","4","2","15","3","1","333","38","992","114","5","1","2","1","111111","111A1111111111",,,"1","2","38","3",,,,,,,,,,"4"
"MFLQ4","2015-04-07T12:00:00","-6.00","113.70",,,"1","4","0","0","3","3","1","1","0","180","4","57","98","3","2","10108","1","10","0","280","0","248",,"234","1","300","8","3","7","3","7","7",,,"38","4","1","333","63","992","114","5","1","2","1","111111","11111111111A11",,,"1","2",,,,,,,,,,,,"4"
"2200617","2015-04-07T12:01:00","-8.20","116.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","297",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T12:01:00","-6.50","113.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2HFZ7","2015-04-07T13:00:00","-9.60","117.10",,,"1","4","0","0","7","3","1","1","0","40","4","77","98","3","0","10113","1","20","0","290","0","280",,"276","1","300","4",,,"A",,,"5","1","25","5","1","333","97","992","114","5","1","2","1","111411","11111111111111",,,"1","0",,,,,,,,,,,,"4"
"9V6346","2015-04-07T13:00:00","-4.00","118.10",,,"1","4","0","0","5","2",,"1","0","170","4","46","97",,,,"4","0","0","280","0","260",,"253",,,"4","4","9","4","5","3",,,,,,"333","48","992","114","5","1","2","1","F111F1","111AAA111A1AA1",,,"1",,,,,,,,,,,,,"4"
"2200617","2015-04-07T13:01:00","-8.21","116.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T13:01:00","-6.50","113.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-07T14:01:00","-8.21","116.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T14:01:00","-6.52","113.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-07T15:01:00","-8.22","116.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T15:01:00","-6.52","113.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-07T16:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","297",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T16:01:00","-6.53","113.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-07T17:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200620","2015-04-07T17:01:00","-6.54","113.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,"333","63","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"2200617","2015-04-07T18:01:00","-8.22","116.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","297",,,,,,,,,,,,"333","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
